infant1,infant2,sample1,sample2,NCBI_sample_code1,NCBI_sample_code2,column_distance_on_plate,physical_distance_on_plate,sample_pairs_v1,sample_pairs_v2,infant_pairs,sibling,name,popANI,percent_compared,conANI,coverage_overlap,completeness,contamination,strain_heterogeneity,compared_bases_count,consensus_SNPs,population_SNPs,genome,phylum,genus,species,name1,name2,plate_loc1,plate_loc2
#98,#102,#98D4,#102D91,L3_098_004G1,L3_102_091G1,3.0,4.242640687119285,#98D4-vs-#102D91,#102D91-vs-#98D4,#98-vs-#102,No,Bacteroides_cellulosilyticus_dasL3_102_000G1_maxbin2.maxbin.007.fasta.fa,0.9999993834003038,0.9752536118424504,0.9993551908676652,0.9837539885673472,99.23,0.12,0.0,6487191,4183,4,dasL3_102_000G1_maxbin2.maxbin.007.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides cellulosilyticus,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_102_091G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105M,L3_098_004G1,L3_105_000M1,3.0,7.615773105863909,#98D4-vs-#105M,#105M-vs-#98D4,#98-vs-#105,No,Parabacteroides_merdae_dasL3_082_000M1_concoct_68.fa,0.9999986349419904,0.8699595237088652,0.9953672661273414,0.957215591130246,99.41,0.0,0.0,3662848,16969,5,dasL3_082_000M1_concoct_68.fa,Bacteroidetes,Parabacteroides,Parabacteroides merdae,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_000M1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D41,L3_098_004G1,L3_105_041G1,4.0,4.0,#98D4-vs-#105D41,#105D41-vs-#98D4,#98-vs-#105,No,Propionibacterium_sp._HGH0353_dasL3_105_000G1_concoct_85.fa,1.0,0.9580052386323162,0.9995956887407448,0.9586726491201368,100.0,0.0,0.0,2582169,1044,0,dasL3_105_000G1_concoct_85.fa,Actinobacteria,Propionibacterium,Propionibacterium sp. HGH0353,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_041G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D41,L3_098_004G1,L3_105_041G1,4.0,4.0,#98D4-vs-#105D41,#105D41-vs-#98D4,#98-vs-#105,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,1.0,0.9996529660683084,0.9996460841002316,0.9996668435905706,99.24,0.0,0.0,5176371,1832,0,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_041G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D61,L3_098_004G1,L3_105_061G1,4.0,4.123105625617661,#98D4-vs-#105D61,#105D61-vs-#98D4,#98-vs-#105,No,Propionibacterium_sp._HGH0353_dasL3_105_000G1_concoct_85.fa,1.0,0.9579644277573311,0.999584052881828,0.958981493327362,100.0,0.0,0.0,2582059,1074,0,dasL3_105_000G1_concoct_85.fa,Actinobacteria,Propionibacterium,Propionibacterium sp. HGH0353,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_061G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D61,L3_098_004G1,L3_105_061G1,4.0,4.123105625617661,#98D4-vs-#105D61,#105D61-vs-#98D4,#98-vs-#105,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.9999982613130564,0.9996431170251718,0.9996491716122652,0.999725219527156,99.24,0.0,0.0,5176320,1816,9,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_061G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D85,L3_098_004G1,L3_105_085G1,4.0,4.47213595499958,#98D4-vs-#105D85,#105D85-vs-#98D4,#98-vs-#105,No,Parabacteroides_merdae_dasL3_082_000M1_concoct_68.fa,0.9999936193308752,0.8933572520773728,0.995315791278742,0.9806270736408392,99.41,0.0,0.0,3761361,17619,24,dasL3_082_000M1_concoct_68.fa,Bacteroidetes,Parabacteroides,Parabacteroides merdae,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_085G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D85,L3_098_004G1,L3_105_085G1,4.0,4.47213595499958,#98D4-vs-#105D85,#105D85-vs-#98D4,#98-vs-#105,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.9999982612764432,0.9996220671094488,0.9996114918808372,0.9997538672745782,99.24,0.0,0.0,5176211,2011,9,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_085G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D85,L3_098_004G1,L3_105_085G1,4.0,4.47213595499958,#98D4-vs-#105D85,#105D85-vs-#98D4,#98-vs-#105,No,Bifidobacterium_pseudocatenulatum_dasL1_007_061G1_maxbin2.maxbin.001.fasta.fa,0.9999936625732172,0.8506072579862646,0.9986121035345412,0.9779131973992512,100.0,0.23,0.0,1893513,2628,12,dasL1_007_061G1_maxbin2.maxbin.001.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium pseudocatenulatum,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_085G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D120,L3_098_004G1,L3_105_120G1,4.0,5.0,#98D4-vs-#105D120,#105D120-vs-#98D4,#98-vs-#105,No,Parabacteroides_merdae_dasL3_082_000M1_concoct_68.fa,0.999998881060352,0.8490504150945547,0.9953832550122202,0.9347334424387108,99.41,0.0,0.0,3574813,16504,4,dasL3_082_000M1_concoct_68.fa,Bacteroidetes,Parabacteroides,Parabacteroides merdae,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_120G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D120,L3_098_004G1,L3_105_120G1,4.0,5.0,#98D4-vs-#105D120,#105D120-vs-#98D4,#98-vs-#105,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.999998454435702,0.9996012103122184,0.9996568847258256,0.9997438923540156,99.24,0.0,0.0,5176103,1776,8,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_120G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D120,L3_098_004G1,L3_105_120G1,4.0,5.0,#98D4-vs-#105D120,#105D120-vs-#98D4,#98-vs-#105,No,Bifidobacterium_pseudocatenulatum_dasL1_007_061G1_maxbin2.maxbin.001.fasta.fa,0.9999973473365668,0.8467372124531461,0.998648733247104,0.98724863856309,100.0,0.23,0.0,1884898,2547,5,dasL1_007_061G1_maxbin2.maxbin.001.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium pseudocatenulatum,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_120G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D245,L3_098_004G1,L3_105_245G1,4.0,5.656854249492381,#98D4-vs-#105D245,#105D245-vs-#98D4,#98-vs-#105,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.9999996136294528,0.9996543178977584,0.999623481901824,0.9996824329697992,99.24,0.0,0.0,5176378,1949,2,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_245G1.shrink.sort.bam,P4,P4
#98,#105,#98D4,#105D357,L3_098_004G1,L3_105_357G1,4.0,6.4031242374328485,#98D4-vs-#105D357,#105D357-vs-#98D4,#98-vs-#105,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.9999992272463658,0.9996380959443572,0.9995819402839174,0.9997128713816312,99.24,0.0,0.0,5176294,2164,4,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_105_357G1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106M,L3_098_004G1,L3_106_000M1,4.0,7.211102550927978,#98D4-vs-#106M,#106M-vs-#98D4,#98-vs-#106,No,Bifidobacterium_bifidum_dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,0.9999911644559808,0.9130498307661418,0.9981283372586056,0.9883292356425106,99.54,0.0,0.0,2037226,3813,18,dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium bifidum,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_000M1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106M,L3_098_004G1,L3_106_000M1,4.0,7.211102550927978,#98D4-vs-#106M,#106M-vs-#98D4,#98-vs-#106,No,Escherichia_coli_dasL3_106_000M1_concoct_82.fa,0.9999997923404784,0.9886541107189132,0.9966957216947092,0.9895489764881568,99.97,0.04,0.0,4815575,15912,1,dasL3_106_000M1_concoct_82.fa,Proteobacteria,Escherichia,Escherichia coli,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_000M1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106D8,L3_098_004G1,L3_106_008G1,4.0,8.06225774829855,#98D4-vs-#106D8,#106D8-vs-#98D4,#98-vs-#106,No,Escherichia_coli_dasL3_106_000M1_concoct_82.fa,0.9999997920382252,0.9872171919457818,0.9966979829371524,0.9880860269810644,99.97,0.04,0.0,4808576,15878,1,dasL3_106_000M1_concoct_82.fa,Proteobacteria,Escherichia,Escherichia coli,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_008G1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106D38,L3_098_004G1,L3_106_038G1,5.0,5.0,#98D4-vs-#106D38,#106D38-vs-#98D4,#98-vs-#106,No,Escherichia_coli_dasL3_106_000M1_concoct_82.fa,0.9999997923409528,0.9886563690567476,0.9967011283777302,0.9895381832115802,99.97,0.04,0.0,4815586,15886,1,dasL3_106_000M1_concoct_82.fa,Proteobacteria,Escherichia,Escherichia coli,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_038G1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106D62,L3_098_004G1,L3_106_062G1,5.0,5.0990195135927845,#98D4-vs-#106D62,#106D62-vs-#98D4,#98-vs-#106,No,Escherichia_coli_dasL3_106_000M1_concoct_82.fa,0.9999997923409528,0.9886563690567476,0.9967083964443788,0.9894821440295652,99.97,0.04,0.0,4815586,15851,1,dasL3_106_000M1_concoct_82.fa,Proteobacteria,Escherichia,Escherichia coli,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_062G1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106D79,L3_098_004G1,L3_106_079G1,5.0,5.385164807134504,#98D4-vs-#106D79,#106D79-vs-#98D4,#98-vs-#106,No,Escherichia_coli_dasL3_106_000M1_concoct_82.fa,0.9999997923409528,0.9886563690567476,0.99670901942152,0.9894546596715776,99.97,0.04,0.0,4815586,15848,1,dasL3_106_000M1_concoct_82.fa,Proteobacteria,Escherichia,Escherichia coli,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_079G1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106D123,L3_098_004G1,L3_106_123G1,5.0,5.830951894845301,#98D4-vs-#106D123,#106D123-vs-#98D4,#98-vs-#106,No,Escherichia_coli_dasL3_106_000M1_concoct_82.fa,0.9999997923409528,0.9886563690567476,0.9967019590139186,0.9894685240098032,99.97,0.04,0.0,4815586,15882,1,dasL3_106_000M1_concoct_82.fa,Proteobacteria,Escherichia,Escherichia coli,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_123G1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106D371,L3_098_004G1,L3_106_371G1,5.0,6.4031242374328485,#98D4-vs-#106D371,#106D371-vs-#98D4,#98-vs-#106,No,Bifidobacterium_bifidum_dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,0.9999936159001408,0.912638847058486,0.9982041036011724,0.9939513952237492,99.54,0.0,0.0,2036309,3657,13,dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium bifidum,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_371G1.shrink.sort.bam,P4,P4
#98,#106,#98D4,#106D371,L3_098_004G1,L3_106_371G1,5.0,6.4031242374328485,#98D4-vs-#106D371,#106D371-vs-#98D4,#98-vs-#106,No,Escherichia_coli_dasL3_106_000M1_concoct_82.fa,0.9999997919146352,0.986630845322541,0.9940177538433368,0.9893542099267926,99.97,0.04,0.0,4805720,28749,1,dasL3_106_000M1_concoct_82.fa,Proteobacteria,Escherichia,Escherichia coli,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_106_371G1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122M,L3_098_004G1,L3_122_000M1,9.0,9.0,#98D4-vs-#122M,#122M-vs-#98D4,#98-vs-#122,No,Phocaeicola_plebeius_dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,0.9999950563214464,0.9828854312366448,0.9988928514172702,0.9901462351232864,98.58,0.07,100.0,4247849,4703,21,dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_000M1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122M,L3_098_004G1,L3_122_000M1,9.0,9.0,#98D4-vs-#122M,#122M-vs-#98D4,#98-vs-#122,No,Phocaeicola_coprocola_dasL3_123_000G1_maxbin2.maxbin.009.fasta_sub.fa,0.999996251568986,0.9775205880466972,0.9986682360097844,0.9885103590113056,97.95,0.45,71.43,3734896,4974,14,dasL3_123_000G1_maxbin2.maxbin.009.fasta_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola coprocola,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_000M1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122M,L3_098_004G1,L3_122_000M1,9.0,9.0,#98D4-vs-#122M,#122M-vs-#98D4,#98-vs-#122,No,Bacteroides_massiliensis_dasL3_123_000G1_metabat.metabat.42.fa.fa,0.999992277270032,0.657543699290204,0.9993637328587572,0.6621614138818314,96.11,0.19,0.0,2330782,1483,18,dasL3_123_000G1_metabat.metabat.42.fa.fa,Bacteroidetes,Bacteroides,Bacteroides massiliensis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_000M1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122M,L3_098_004G1,L3_122_000M1,9.0,9.0,#98D4-vs-#122M,#122M-vs-#98D4,#98-vs-#122,No,Phocaeicola_plebeius_dasL3_123_242G1_concoct_16_sub.fa,0.999999720581336,0.9896843670167432,0.9995727688629252,0.9900351872467812,96.46,0.75,100.0,3578859,1529,1,dasL3_123_242G1_concoct_16_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_000M1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122D31,L3_098_004G1,L3_122_031G1,9.0,9.055385138137416,#98D4-vs-#122D31,#122D31-vs-#98D4,#98-vs-#122,No,Phocaeicola_plebeius_dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,0.999991456879668,0.9750341002564896,0.9990692745016098,0.9915386918671778,98.58,0.07,100.0,4213917,3922,36,dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_031G1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122D31,L3_098_004G1,L3_122_031G1,9.0,9.055385138137416,#98D4-vs-#122D31,#122D31-vs-#98D4,#98-vs-#122,No,Phocaeicola_coprocola_dasL3_123_000G1_maxbin2.maxbin.009.fasta_sub.fa,0.9999967532687144,0.967347024237166,0.998847139832658,0.9874098970855588,97.95,0.45,71.43,3696025,4261,12,dasL3_123_000G1_maxbin2.maxbin.009.fasta_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola coprocola,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_031G1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122D31,L3_098_004G1,L3_122_031G1,9.0,9.055385138137416,#98D4-vs-#122D31,#122D31-vs-#98D4,#98-vs-#122,No,Bacteroides_massiliensis_dasL3_123_000G1_metabat.metabat.42.fa.fa,0.9999948435334688,0.6565261180134737,0.9993459881616122,0.665123621691755,96.11,0.19,0.0,2327175,1522,12,dasL3_123_000G1_metabat.metabat.42.fa.fa,Bacteroidetes,Bacteroides,Bacteroides massiliensis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_031G1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122D31,L3_098_004G1,L3_122_031G1,9.0,9.055385138137416,#98D4-vs-#122D31,#122D31-vs-#98D4,#98-vs-#122,No,Phocaeicola_plebeius_dasL3_123_242G1_concoct_16_sub.fa,0.999999720530344,0.9895037888236202,0.999565145215228,0.993633904154858,96.46,0.75,100.0,3578206,1556,1,dasL3_123_242G1_concoct_16_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_031G1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122D242,L3_098_004G1,L3_122_242G1,9.0,10.295630140987,#98D4-vs-#122D242,#122D242-vs-#98D4,#98-vs-#122,No,Phocaeicola_plebeius_dasL3_123_242G1_concoct_16_sub.fa,0.9999983041386084,0.9783922844164614,0.9995797090184496,0.9903238116070991,96.46,0.75,100.0,3538025,1487,6,dasL3_123_242G1_concoct_16_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_242G1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122D242,L3_098_004G1,L3_122_242G1,9.0,10.295630140987,#98D4-vs-#122D242,#122D242-vs-#98D4,#98-vs-#122,No,Parabacteroides_merdae_dasL3_123_242G1_concoct_76.fa,0.999990025625277,0.9571575171650616,0.9961290559963614,0.9583203445689352,99.62,0.58,0.0,4511561,17464,45,dasL3_123_242G1_concoct_76.fa,Bacteroidetes,Parabacteroides,Parabacteroides merdae,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_242G1.shrink.sort.bam,P4,P4
#98,#122,#98D4,#122D368,L3_098_004G1,L3_122_368G1,9.0,10.816653826391969,#98D4-vs-#122D368,#122D368-vs-#98D4,#98-vs-#122,No,Phocaeicola_plebeius_dasL3_123_242G1_concoct_16_sub.fa,0.9999983197216789,0.987465992950537,0.9995802104660616,0.9919005914832882,96.46,0.75,100.0,3570837,1499,6,dasL3_123_242G1_concoct_16_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_368G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D64,L3_098_004G1,L3_123_064G1,10.0,10.0,#98D4-vs-#123D64,#123D64-vs-#98D4,#98-vs-#123,No,Phocaeicola_plebeius_dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,0.999993415033948,0.9838713596023893,0.998892549816444,0.9908107110445824,98.58,0.07,100.0,4252110,4709,28,dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_064G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D64,L3_098_004G1,L3_123_064G1,10.0,10.0,#98D4-vs-#123D64,#123D64-vs-#98D4,#98-vs-#123,No,Phocaeicola_coprocola_dasL3_123_000G1_maxbin2.maxbin.009.fasta_sub.fa,0.9999906998168958,0.9568300754949572,0.9985653099887796,0.9742767134684772,97.95,0.45,71.43,3655842,5245,34,dasL3_123_000G1_maxbin2.maxbin.009.fasta_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola coprocola,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_064G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D64,L3_098_004G1,L3_123_064G1,10.0,10.0,#98D4-vs-#123D64,#123D64-vs-#98D4,#98-vs-#123,No,Bacteroides_massiliensis_dasL3_123_000G1_metabat.metabat.42.fa.fa,0.99999607840745,0.6474451854610289,0.9993485799041912,0.6605080379289354,96.11,0.19,0.0,2294986,1495,9,dasL3_123_000G1_metabat.metabat.42.fa.fa,Bacteroidetes,Bacteroides,Bacteroides massiliensis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_064G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D64,L3_098_004G1,L3_123_064G1,10.0,10.0,#98D4-vs-#123D64,#123D64-vs-#98D4,#98-vs-#123,No,Phocaeicola_plebeius_dasL3_123_242G1_concoct_16_sub.fa,0.999999720439246,0.9891813475170635,0.9995993894393128,0.992310992864487,96.46,0.75,100.0,3577040,1433,1,dasL3_123_242G1_concoct_16_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_064G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D64,L3_098_004G1,L3_123_064G1,10.0,10.0,#98D4-vs-#123D64,#123D64-vs-#98D4,#98-vs-#123,No,Parabacteroides_merdae_dasL3_123_242G1_concoct_76.fa,0.999998005106042,0.9571483944305492,0.9960139802168584,0.9585873243344668,99.62,0.58,0.0,4511518,17983,9,dasL3_123_242G1_concoct_76.fa,Bacteroidetes,Parabacteroides,Parabacteroides merdae,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_064G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D92,L3_098_004G1,L3_123_092G1,10.0,10.04987562112089,#98D4-vs-#123D92,#123D92-vs-#98D4,#98-vs-#123,No,Phocaeicola_plebeius_dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,0.9999946008832016,0.9856868005687426,0.9988812091016902,0.990471950904015,98.58,0.07,100.0,4259956,4766,23,dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_092G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D92,L3_098_004G1,L3_123_092G1,10.0,10.04987562112089,#98D4-vs-#123D92,#123D92-vs-#98D4,#98-vs-#123,No,Bacteroides_massiliensis_dasL3_123_000G1_metabat.metabat.42.fa.fa,0.9999961381031478,0.6574531410451719,0.9993632161190426,0.6622301273234468,96.11,0.19,0.0,2330461,1484,9,dasL3_123_000G1_metabat.metabat.42.fa.fa,Bacteroidetes,Bacteroides,Bacteroides massiliensis,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_092G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D92,L3_098_004G1,L3_123_092G1,10.0,10.04987562112089,#98D4-vs-#123D92,#123D92-vs-#98D4,#98-vs-#123,No,Phocaeicola_plebeius_dasL3_123_242G1_concoct_16_sub.fa,1.0,0.9896799424362072,0.9995953999658548,0.9915347246481152,96.46,0.75,100.0,3578843,1448,0,dasL3_123_242G1_concoct_16_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_092G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D92,L3_098_004G1,L3_123_092G1,10.0,10.04987562112089,#98D4-vs-#123D92,#123D92-vs-#98D4,#98-vs-#123,No,Parabacteroides_merdae_dasL3_123_242G1_concoct_76.fa,0.9999917988856236,0.9571619724540092,0.99620066752638,0.958048943111876,99.62,0.58,0.0,4511582,17141,37,dasL3_123_242G1_concoct_76.fa,Bacteroidetes,Parabacteroides,Parabacteroides merdae,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_092G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D122,L3_098_004G1,L3_123_122G1,10.0,10.198039027185567,#98D4-vs-#123D122,#123D122-vs-#98D4,#98-vs-#123,No,Parabacteroides_merdae_dasL3_123_242G1_concoct_76.fa,0.9999904689033564,0.957154759129046,0.9961419007400564,0.9581291425149656,99.62,0.58,0.0,4511548,17406,43,dasL3_123_242G1_concoct_76.fa,Bacteroidetes,Parabacteroides,Parabacteroides merdae,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_122G1.shrink.sort.bam,P4,P4
#98,#123,#98D4,#123D242,L3_098_004G1,L3_123_242G1,10.0,10.44030650891055,#98D4-vs-#123D242,#123D242-vs-#98D4,#98-vs-#123,No,Phocaeicola_plebeius_dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,0.9999924840126728,0.9851395767750356,0.9989472920249972,0.9902090671029248,98.58,0.07,100.0,4257591,4482,32,dasL3_123_092G1_maxbin2.maxbin.004.fasta_sub.fa,Bacteroidetes,Phocaeicola,Phocaeicola plebeius,NIHL.delta.fasta-vs-L3_098_004G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_242G1.shrink.sort.bam,P4,P4
